Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_695,c_3,c_8,c_11,c_9,0.7294,0.8315477882
model_696,c_7,c_4,c_6,m_2,0.7314,0.7972717477
model_697,c_3,c_6,c_1,m_1,0.7174,0.8222485933
model_698,m_1,m_2,c_4,c_5,0.6725,0.9412686082
model_699,c_10,c_2,c_2,c_7,0.7007,0.9378968179
model_700,c_8,c_2,m_3,c_12,0.775,0.6638746689
model_701,c_3,c_4,c_6,s,0.7029,0.8845718176
model_702,c_8,m_1,c_6,m_3,0.7405,0.7525880596
model_703,c_7,c_1,c_6,c_12,0.7201,0.8099296723
model_704,c_2,c_4,c_3,c_11,0.7389,0.779732141
model_705,c_1,m_2,c_7,s,0.7143,0.8368291991
model_706,c_10,c_4,c_3,m_3,0.7111,0.8283148057
model_707,c_6,m_2,c_8,c_12,0.7689,0.7100853931
model_708,c_2,m_2,c_6,c_9,0.7344,0.7982050606
model_709,c_11,c_10,m_3,s,0.7379,0.7665145497
model_710,c_6,c_7,c_6,c_3,0.7286,0.8116306636
model_711,c_6,c_2,c_11,c_10,0.7313,0.8197697163
model_712,c_4,m_1,c_6,c_5,0.7154,0.8363990009
model_713,c_10,c_2,m_3,c_8,0.7454,0.7400028546
model_714,c_3,c_12,m_3,c_1,0.7612,0.6971868226
model_715,c_6,c_11,c_10,c_1,0.7444,0.7812703534
model_716,m_3,c_4,c_9,-,0.6867,0.9399844211
model_717,c_8,c_1,c_4,c_1,0.6849,0.9652672208
model_718,c_3,c_1,c_6,m_3,0.721,0.8069136542
model_719,c_9,c_5,c_7,c_3,0.7149,0.8252345177
model_720,c_2,c_9,c_4,c_9,0.7431,0.7962485741
model_721,c_1,c_11,m_2,c_8,0.7534,0.7372681374
model_722,c_12,m_1,m_3,c_12,0.7666,0.7046747215
model_723,c_11,c_3,m_2,m_1,0.744,0.7343831968
model_724,c_9,c_7,c_1,c_11,0.7163,0.8495640209
model_725,c_10,m_2,c_2,c_6,0.766,0.7099362363
model_726,c_2,m_3,c_9,c_8,0.7645,0.7154064701
model_727,c_4,c_8,c_11,c_9,0.754,0.7621534682
model_728,m_1,m_1,c_9,m_2,0.6532,1.0735372005
model_729,m_1,c_4,c_1,m_3,0.6405,1.0190469763
model_730,c_5,c_4,c_2,c_6,0.6882,0.9364967061
model_731,c_2,c_2,s,-,0.7024,0.8588676472
model_732,c_7,c_5,c_12,c_8,0.7268,0.8398371853
model_733,c_1,m_3,c_4,c_2,0.7161,0.8257510351
model_734,m_2,c_2,c_3,s,0.6809,0.9677875476
model_735,c_2,c_1,c_4,s,0.715,0.8510504465
model_736,c_3,c_10,c_3,m_3,0.7434,0.7453223552
model_737,c_1,m_1,s,-,0.676,0.944533562
model_738,c_12,c_4,m_1,c_3,0.7028,0.8609849371
model_739,c_9,c_2,c_5,c_1,0.72,0.8273063131
model_740,c_11,c_11,c_4,c_1,0.7258,0.8582748626
model_741,c_4,c_9,c_4,c_2,0.729,0.7992984881
model_742,m_2,c_11,c_5,m_3,0.7296,0.7877979764
model_743,c_3,c_11,c_4,m_3,0.7274,0.7873679196
model_744,c_12,c_12,s,-,0.7338,0.7947523625
model_745,c_8,m_1,m_1,m_3,0.6981,0.9331337324
model_746,c_7,c_4,m_3,m_1,0.7044,0.8544945614
model_747,m_1,s,-,-,0.6512,1.0135904365
model_748,c_10,c_6,c_9,c_10,0.756,0.7291960112
model_749,c_1,c_10,c_5,c_7,0.7124,0.8525966891
model_750,c_9,c_9,c_11,c_3,0.7456,0.7602386698
model_751,c_3,c_11,c_10,m_2,0.7239,0.8182396158
model_752,c_10,m_1,c_7,c_12,0.7609,0.7327970257
model_753,c_1,c_6,m_2,c_7,0.7296,0.8148115259
model_754,c_6,c_6,c_9,c_3,0.751,0.7692899952
model_755,c_11,c_12,c_2,c_11,0.74,0.7633824373
model_756,c_1,c_5,c_6,m_1,0.7208,0.8415206656
model_757,c_4,c_8,m_2,c_1,0.7143,0.8265151773
model_758,c_8,c_5,c_9,m_3,0.7238,0.8241757442
model_759,c_12,m_1,m_1,c_11,0.717,0.8256935469
model_760,c_4,c_8,c_8,s,0.7129,0.8653209074
model_761,c_3,c_6,c_8,c_4,0.6805,0.9358321252
model_762,c_5,c_3,c_12,s,0.7406,0.7878658796
model_763,c_7,m_1,c_4,m_3,0.6938,0.8914270576
model_764,c_11,m_1,c_10,c_9,0.763,0.7275709463
model_765,c_1,c_5,m_1,c_5,0.7384,0.8316090661
model_766,c_6,c_2,m_2,c_5,0.73,0.7870910978
model_767,c_3,c_11,c_3,c_2,0.7404,0.7837568692
model_768,c_9,m_1,c_3,s,0.7299,0.8001178539
model_769,c_8,m_3,c_11,m_3,0.7329,0.7718643502
model_770,c_10,s,-,-,0.6754,0.9523593212
model_771,c_7,c_6,c_11,m_2,0.7188,0.8405251194
model_772,c_3,c_4,c_4,c_3,0.7147,0.8589968162
model_773,c_7,c_9,c_2,c_2,0.7228,0.8166453781
model_774,c_8,c_9,m_3,c_10,0.749,0.7290874734
model_775,c_4,m_2,c_7,s,0.6748,0.9364830389
model_776,c_1,c_5,c_8,c_2,0.7282,0.8328195712
model_777,c_4,c_8,c_6,c_9,0.748,0.7417668377
model_778,c_2,c_6,m_2,c_10,0.7262,0.8881399999
model_779,c_7,c_4,c_2,c_2,0.735,0.7891654984
model_780,c_3,c_7,m_3,c_8,0.7321,0.7756573318
model_781,c_11,c_8,c_12,c_10,0.7457,0.7899988498
model_782,c_4,c_7,m_3,c_11,0.7509,0.7484703567
model_783,c_6,c_1,c_12,c_3,0.7341,0.7908830811
model_784,c_3,c_4,m_3,c_10,0.729,0.8218633204
model_785,c_12,c_6,c_6,m_2,0.734,0.7872090272
model_786,c_7,c_10,m_2,s,0.6695,0.990557504
model_787,c_4,m_2,m_3,m_1,0.6439,1.06844548
model_788,c_10,c_9,c_8,c_3,0.7348,0.7638776996
model_789,c_5,m_3,c_2,m_1,0.7,0.8703105069
model_790,c_2,c_2,m_2,s,0.7083,0.8720791673
model_791,c_6,c_3,c_2,c_1,0.7109,0.8460800221
model_792,c_8,c_7,c_5,c_12,0.7191,0.8306212075
model_793,c_5,c_9,c_8,c_6,0.6977,1.006590204
model_794,c_7,m_1,c_12,c_12,0.7716,0.6945372147
model_795,c_8,c_6,m_1,m_3,0.7281,0.8073756664
model_796,c_4,c_2,c_10,c_6,0.728,0.8847059436
model_797,c_6,c_9,c_6,c_6,0.7541,0.7287921838
model_798,c_11,c_12,m_3,c_12,0.8018,0.6082780576
model_799,c_12,c_6,c_11,c_5,0.7204,0.8671355301
model_800,c_10,c_10,c_3,c_1,0.744,0.81759966
model_801,m_2,s,-,-,0.6593,0.994035325
model_802,c_7,c_6,c_8,c_4,0.7439,0.7642378508
model_803,c_1,c_4,c_11,m_1,0.7135,0.8356865856
model_804,c_10,c_5,c_7,m_1,0.7012,0.8643383169
model_805,c_6,c_7,c_2,c_8,0.6978,0.8844993793
model_806,c_4,c_8,c_11,-,0.7367,0.8082852464
model_807,c_10,c_12,c_8,c_1,0.7179,0.8777930419
model_808,c_8,c_11,c_4,c_9,0.6944,1.1505332062
model_809,c_12,m_1,c_2,s,0.7224,0.8288075829
model_810,c_3,c_2,c_2,s,0.6632,1.0329476385
model_811,c_12,c_8,c_10,c_10,0.7338,0.8281872576
model_812,c_9,c_11,c_1,c_10,0.7402,0.7766670685
model_813,c_8,m_1,m_1,c_2,0.7352,0.783727427
model_814,m_2,c_9,c_8,m_1,0.6968,0.8861066705
model_815,c_7,c_3,c_5,c_12,0.7288,0.8711289335
model_816,c_9,c_4,c_8,m_3,0.7092,0.8434084589
model_817,c_1,c_2,c_4,c_10,0.7203,0.8507132555
model_818,c_7,c_11,c_3,c_7,0.728,0.8160349374
model_819,c_9,c_7,c_8,m_2,0.7246,0.8283968492
model_820,c_12,c_8,m_2,c_10,0.7453,0.8392773922
model_821,c_4,c_5,m_3,c_2,0.7104,0.8354599511
model_822,c_9,c_9,c_3,c_1,0.7389,0.7642131872
model_823,c_10,c_7,c_2,c_10,0.7471,0.7860323425
model_824,c_3,c_6,c_7,s,0.722,0.8702194057
model_825,c_4,c_5,c_2,c_2,0.6904,0.8888825918
model_826,c_8,c_12,c_1,s,0.704,0.9129950622
model_827,c_12,c_6,c_11,c_2,0.7162,0.8576627343
model_828,c_5,c_8,c_8,c_11,0.7458,0.7622140867
model_829,c_1,m_2,c_6,c_12,0.7632,0.7196243261
model_830,c_3,c_8,c_6,c_11,0.7415,0.776166116
model_831,c_1,m_1,m_2,m_2,0.6908,0.9568412893
model_832,c_9,c_7,c_12,c_12,0.7601,0.7118707973
model_833,c_7,c_3,c_5,c_10,0.7123,0.8888318226
model_834,c_10,c_10,c_9,c_1,0.7295,0.8125290442
model_835,m_3,c_9,c_2,c_1,0.6602,0.9961773536
model_836,c_1,c_2,c_8,c_8,0.702,0.8649785519
model_837,c_3,c_7,c_9,c_4,0.7168,0.8221842262
